Meta: ID,Type,SKU,Name,Short description,Description,Categories,Tags,Images,Parent,Attribute 1 name,Attribute 1 value(s),Attribute 1 visible,Attribute 1 global,Attribute 1 default,Attribute 2 name,Attribute 2 value(s),Attribute 2 visible,Attribute 2 global,Attribute 2 default,Attribute 3 name,Attribute 3 value(s),Attribute 3 visible,Attribute 3 global,Attribute 3 default
450817,variation,HRW-R-226-450817,"Reveal 26"" 2 Drawer Nightstand - Sap Cherry: OCS Coco, TK943HB",,,,,https://products.viztechfurniture.com/wp-content/uploads/2023/03/Reveal-R226-2-Drawer-Night-Stand-Kinney-Sap-Cherry-OCS-122-Coco-1.jpg,R-226,Color,Sap Cherry: OCS Coco,,1,,Hardware,TK943HB,,1,,,,,,
450870,variation,HRW-R-453-450870,"Reveal 4 Drawer Chest - Red Oak: FC Carbon, 635-160-BG",,,,,https://products.viztechfurniture.com/wp-content/uploads/2023/03/Reveal-R353-4-Drawer-Chest-BG-Red-Oak-FC-Carbon.jpg,R-453,Color,Red Oak: FC Carbon,,1,,Hardware,635-160-BG,,1,,,,,,
450871,variation,HRW-R-453-450871,"Reveal 4 Drawer Chest - Red Oak: FC Carbon, 635-160-SN",,,,,https://products.viztechfurniture.com/wp-content/uploads/2023/03/Reveal-R353-4-Drawer-Chest-SN-Red-Oak-FC-Carbon.jpg,R-453,Color,Red Oak: FC Carbon,,1,,Hardware,635-160-SN,,1,,,,,,
450872,variation,HRW-R-453-450872,"Reveal 4 Drawer Chest - Red Oak: FC Carbon, TK943HB",,,,,https://products.viztechfurniture.com/wp-content/uploads/2023/03/Reveal-R353-4-Drawer-Chest-Kinney-Red-Oak-FC-Carbon.jpg,R-453,Color,Red Oak: FC Carbon,,1,,Hardware,TK943HB,,1,,,,,,
450873,variation,HRW-R-453-450873,"Reveal 4 Drawer Chest - Sap Cherry: FC Chestnut, 635-160-BG",,,,,https://products.viztechfurniture.com/wp-content/uploads/2023/03/Reveal-R353-4-Drawer-Chest-BG-Sap-Cherry-FC-Chestnut.jpg,R-453,Color,Sap Cherry: FC Chestnut,,1,,Hardware,635-160-BG,,1,,,,,,
450874,variation,HRW-R-453-450874,"Reveal 4 Drawer Chest - Sap Cherry: FC Chestnut, 635-160-SN",,,,,https://products.viztechfurniture.com/wp-content/uploads/2023/03/Reveal-R353-4-Drawer-Chest-SN-Sap-Cherry-FC-Chestnut.jpg,R-453,Color,Sap Cherry: FC Chestnut,,1,,Hardware,635-160-SN,,1,,,,,,
450875,variation,HRW-R-453-450875,"Reveal 4 Drawer Chest - Sap Cherry: FC Chestnut, TK943HB",,,,,https://products.viztechfurniture.com/wp-content/uploads/2023/03/Reveal-R353-4-Drawer-Chest-Kinney-Sap-Cherry-FC-Chestnut.jpg,R-453,Color,Sap Cherry: FC Chestnut,,1,,Hardware,TK943HB,,1,,,,,,
450876,variation,HRW-R-453-450876,"Reveal 4 Drawer Chest - Sap Cherry: OCS Coco, 635-160-BG",,,,,https://products.viztechfurniture.com/wp-content/uploads/2023/03/Reveal-R353-4-Drawer-Chest-BG-Sap-Cherry-OCS-Coco.jpg,R-453,Color,Sap Cherry: OCS Coco,,1,,Hardware,635-160-BG,,1,,,,,,
450877,variation,HRW-R-453-450877,"Reveal 4 Drawer Chest - Sap Cherry: OCS Coco, 635-160-SN",,,,,https://products.viztechfurniture.com/wp-content/uploads/2023/03/Reveal-R353-4-Drawer-Chest-SN-Sap-Cherry-OCS-Coco.jpg,R-453,Color,Sap Cherry: OCS Coco,,1,,Hardware,635-160-SN,,1,,,,,,
450878,variation,HRW-R-453-450878,"Reveal 4 Drawer Chest - Sap Cherry: OCS Coco, TK943HB",,,,,https://products.viztechfurniture.com/wp-content/uploads/2023/03/Reveal-R353-4-Drawer-Chest-Kinney-Sap-Cherry-OCS-Coco.jpg,R-453,Color,Sap Cherry: OCS Coco,,1,,Hardware,TK943HB,,1,,,,,,
450969,variation,HRW-R-668-450969,"Reveal 68"" Dresser - Red Oak: FC Carbon, 635-160-SN",,,,,https://products.viztechfurniture.com/wp-content/uploads/2023/03/Reveal-R668-Dresser-SN-Red-Oak-FC-Carbon.jpg,R-668,Color,Red Oak: FC Carbon,,1,,Hardware,635-160-SN,,1,,,,,,
450970,variation,HRW-R-668-450970,"Reveal 68"" Dresser - Red Oak: FC Carbon, TK943HB",,,,,https://products.viztechfurniture.com/wp-content/uploads/2023/03/Reveal-R668-Dresser-Kinney-Red-Oak-FC-Carbon.jpg,R-668,Color,Red Oak: FC Carbon,,1,,Hardware,TK943HB,,1,,,,,,
450971,variation,HRW-R-668-450971,"Reveal 68"" Dresser - Sap Cherry: FC Chestnut, 635-160-BG",,,,,https://products.viztechfurniture.com/wp-content/uploads/2023/03/Reveal-R668-Dresser-BG-Sap-Cherry-FC-Chestnut.jpg,R-668,Color,Sap Cherry: FC Chestnut,,1,,Hardware,635-160-BG,,1,,,,,,
450972,variation,HRW-R-668-450972,"Reveal 68"" Dresser - Sap Cherry: FC Chestnut, 635-160-SN",,,,,https://products.viztechfurniture.com/wp-content/uploads/2023/03/Reveal-R668-Dresser-SN-Sap-Cherry-FC-Chestnut.jpg,R-668,Color,Sap Cherry: FC Chestnut,,1,,Hardware,635-160-SN,,1,,,,,,
450973,variation,HRW-R-668-450973,"Reveal 68"" Dresser - Sap Cherry: FC Chestnut, TK943HB",,,,,https://products.viztechfurniture.com/wp-content/uploads/2023/03/Reveal-R668-Dresser-Kinney-Sap-Cherry-FC-Chestnut.jpg,R-668,Color,Sap Cherry: FC Chestnut,,1,,Hardware,TK943HB,,1,,,,,,
450974,variation,HRW-R-668-450974,"Reveal 68"" Dresser - Sap Cherry: OCS Coco, 635-160-BG",,,,,https://products.viztechfurniture.com/wp-content/uploads/2023/03/Reveal-R668-Dresser-BG-Sap-Cherry-OCS-Coco.jpg,R-668,Color,Sap Cherry: OCS Coco,,1,,Hardware,635-160-BG,,1,,,,,,
450975,variation,HRW-R-668-450975,"Reveal 68"" Dresser - Sap Cherry: OCS Coco, 635-160-SN",,,,,https://products.viztechfurniture.com/wp-content/uploads/2023/03/Reveal-R668-Dresser-SN-Sap-Cherry-OCS-Coco.jpg,R-668,Color,Sap Cherry: OCS Coco,,1,,Hardware,635-160-SN,,1,,,,,,
450976,variation,HRW-R-668-450976,"Reveal 68"" Dresser - Sap Cherry: OCS Coco, TK943HB",,,,,https://products.viztechfurniture.com/wp-content/uploads/2023/03/Reveal-R668-Dresser-Kinney-Sap-Cherry-OCS-Coco.jpg,R-668,Color,Sap Cherry: OCS Coco,,1,,Hardware,TK943HB,,1,,,,,,
450968,variation,HRW-R-668-450968,"Reveal 68"" Dresser - Red Oak: FC Carbon, 635-160-BG",,,,,https://products.viztechfurniture.com/wp-content/uploads/2023/03/Reveal-R668-Dresser-BG-Red-Oak-FC-Carbon.jpg,R-668,Color,Red Oak: FC Carbon,,1,,Hardware,635-160-BG,,1,,,,,,
55373,variation,HRW-1743-55373,Hudson Nightstand,,,,,https://products.viztechfurniture.com/wp-content/uploads/2020/07/Hudson-Nightstand-Sap-Cherry-Malaguania-Silver-Handle.jpg,1743,Hardware,Silver Knob #PA0123-SN,,1,,Stain Options,Sap Cherry: FC Malaguania,,1,,,,,,
55374,variation,HRW-1743-55374,Hudson Nightstand,,,,,https://products.viztechfurniture.com/wp-content/uploads/2020/07/Hudson-Nightstand-Sap-Cherry-OCS-119-Silver-Handle.jpg,1743,Hardware,Silver Knob #PA0123-SN,,1,,Stain Options,Sap Cherry: OCS-119,,1,,,,,,
55368,variation,HRW-1743-55368,Hudson Nightstand,,,,,https://products.viztechfurniture.com/wp-content/uploads/2020/07/Hudson-Nightstand-Sap-Cherry-Malaguania-Dark-Bronze-Handle.jpg,1743,Hardware,Dark Bronze Handle DBH-2000,,1,,Stain Options,Sap Cherry: FC Malaguania,,1,,,,,,
55369,variation,HRW-1743-55369,Hudson Nightstand,,,,,https://products.viztechfurniture.com/wp-content/uploads/2020/07/Hudson-Nightstand-Sap-Cherry-OCS-119-Dark-Bronze-Handle.jpg,1743,Hardware,Dark Bronze Handle DBH-2000,,1,,Stain Options,Sap Cherry: OCS-119,,1,,,,,,
55370,variation,HRW-1743-55370,Hudson Nightstand,,,,,https://products.viztechfurniture.com/wp-content/uploads/2020/07/Hudson-Nightstand-Brown-Maple-Malaguania-Silver-Handle.jpg,1743,Hardware,Silver Knob #PA0123-SN,,1,,Stain Options,Brown Maple: FC Malaguania,,1,,,,,,
55371,variation,HRW-1743-55371,Hudson Nightstand,,,,,https://products.viztechfurniture.com/wp-content/uploads/2020/07/Hudson-Nightstand-Brown-Maple-Shadow-Silver-Handle.jpg,1743,Hardware,Silver Knob #PA0123-SN,,1,,Stain Options,Brown Maple: FC Shadow,,1,,,,,,
55372,variation,HRW-1743-55372,Hudson Nightstand,,,,,https://products.viztechfurniture.com/wp-content/uploads/2020/07/Hudson-Nightstand-Sap-Cherry-Chestnut-Silver-Handle.jpg,1743,Hardware,Silver Knob #PA0123-SN,,1,,Stain Options,Sap Cherry: FC Chestnut,,1,,,,,,
55365,variation,HRW-1743-55365,Hudson Nightstand,,,,,https://products.viztechfurniture.com/wp-content/uploads/2020/07/Hudson-Nightstand-Brown-Maple-Malaguania-Dark-Bronze-Handle.jpg,1743,Hardware,Dark Bronze Handle DBH-2000,,1,,Stain Options,Brown Maple: FC Malaguania,,1,,,,,,
55366,variation,HRW-1743-55366,Hudson Nightstand,,,,,https://products.viztechfurniture.com/wp-content/uploads/2020/07/Hudson-Nightstand-Brown-Maple-Shadow-Dark-Bronze-Handle.jpg,1743,Hardware,Dark Bronze Handle DBH-2000,,1,,Stain Options,Brown Maple: FC Shadow,,1,,,,,,
55367,variation,HRW-1743-55367,Hudson Nightstand,,,,,https://products.viztechfurniture.com/wp-content/uploads/2020/07/Hudson-Nightstand-Sap-Cherry-Malaguania-Dark-Bronze-Handle.jpg,1743,Hardware,Dark Bronze Handle DBH-2000,,1,,Stain Options,Sap Cherry: FC Chestnut,,1,,,,,,
55481,variation,HRW-1730-55481,Hudson Chest,,,,,https://products.viztechfurniture.com/wp-content/uploads/2020/07/Hudson-Chest-PA123-SN-Sap-Cherry-Malaguania.jpg,1730,Hardware,Silver Knob #PA0123-SN,,1,,Stain Options,Sap Cherry: FC Malaguania,,1,,,,,,
55482,variation,HRW-1730-55482,Hudson Chest,,,,,https://products.viztechfurniture.com/wp-content/uploads/2020/07/Hudson-Chest-PA123-SN-Sap-Cherry-OCS-119.jpg,1730,Hardware,Silver Knob #PA0123-SN,,1,,Stain Options,Sap Cherry: OCS-119,,1,,,,,,
55477,variation,HRW-1730-55477,Hudson Chest,,,,,https://products.viztechfurniture.com/wp-content/uploads/2020/07/Hudson-Chest-DBH-2000-Sap-Cherry-OCS-119.jpg,1730,Hardware,Dark Bronze Handle DBH-2000,,1,,Stain Options,Sap Cherry: OCS-119,,1,,,,,,
55478,variation,HRW-1730-55478,Hudson Chest,,,,,https://products.viztechfurniture.com/wp-content/uploads/2020/07/Hudson-Chest-PA123-SN-Brown-Maple-Malaguania.jpg,1730,Hardware,Silver Knob #PA0123-SN,,1,,Stain Options,Brown Maple: FC Malaguania,,1,,,,,,
55479,variation,HRW-1730-55479,Hudson Chest,,,,,https://products.viztechfurniture.com/wp-content/uploads/2020/07/Hudson-Chest-PA123-SN-Brown-Maple-Shadow.jpg,1730,Hardware,Silver Knob #PA0123-SN,,1,,Stain Options,Brown Maple: FC Shadow,,1,,,,,,
55480,variation,HRW-1730-55480,Hudson Chest,,,,,https://products.viztechfurniture.com/wp-content/uploads/2020/07/Hudson-Chest-PA123-SN-Sap-Cherry-Chestnut.jpg,1730,Hardware,Silver Knob #PA0123-SN,,1,,Stain Options,Sap Cherry: FC Chestnut,,1,,,,,,
55475,variation,HRW-1730-55475,Hudson Chest,,,,,https://products.viztechfurniture.com/wp-content/uploads/2020/07/Hudson-Chest-DBH-2000-Sap-Cherry-Chestnut.jpg,1730,Hardware,Dark Bronze Handle DBH-2000,,1,,Stain Options,Sap Cherry: FC Chestnut,,1,,,,,,
55476,variation,HRW-1730-55476,Hudson Chest,,,,,https://products.viztechfurniture.com/wp-content/uploads/2020/07/Hudson-Chest-DBH-2000-Sap-Cherry-Malaguania.jpg,1730,Hardware,Dark Bronze Handle DBH-2000,,1,,Stain Options,Sap Cherry: FC Malaguania,,1,,,,,,
55473,variation,HRW-1730-55473,Hudson Chest,,,,,https://products.viztechfurniture.com/wp-content/uploads/2020/07/Hudson-Chest-DBH-2000-Brown-Maple-Malaguania.jpg,1730,Hardware,Dark Bronze Handle DBH-2000,,1,,Stain Options,Brown Maple: FC Malaguania,,1,,,,,,
55474,variation,HRW-1730-55474,Hudson Chest,,,,,https://products.viztechfurniture.com/wp-content/uploads/2020/07/Hudson-Chest-DBH-2000-Brown-Maple-Shadow.jpg,1730,Hardware,Dark Bronze Handle DBH-2000,,1,,Stain Options,Brown Maple: FC Shadow,,1,,,,,,
55609,variation,HRW-1728-55609,Hudson Dresser,,,,,https://products.viztechfurniture.com/wp-content/uploads/2020/08/Hudson-Dresser-Sap-Cherry-OCS-119-Silver-Knob-No-Mirror.jpg,1728,Stain Options,Sap Cherry: OCS-119,,1,,Hardware,Silver Knob #PA0123-SN,,1,,Mirror,No Mirror,,1,
55608,variation,HRW-1728-55608,Hudson Dresser,,,,,https://products.viztechfurniture.com/wp-content/uploads/2020/08/Hudson-Dresser-Sap-Cherry-OCS-119-Silver-Handle-Mirror.jpg,1728,Stain Options,Sap Cherry: OCS-119,,1,,Hardware,Silver Knob #PA0123-SN,,1,,Mirror,Add Mirror,,1,
55607,variation,HRW-1728-55607,Hudson Dresser,,,,,https://products.viztechfurniture.com/wp-content/uploads/2020/08/Hudson-Dresser-Sap-Cherry-OCS-119-Dark-Bronze-Handle-No-Mirror.jpg,1728,Stain Options,Sap Cherry: OCS-119,,1,,Hardware,Dark Bronze Handle DBH-2000,,1,,Mirror,No Mirror,,1,
55606,variation,HRW-1728-55606,Hudson Dresser,,,,,https://products.viztechfurniture.com/wp-content/uploads/2020/08/Hudson-Dresser-Sap-Cherry-OCS-1119-Dark-Bronze-Handle-Mirror.jpg,1728,Stain Options,Sap Cherry: OCS-119,,1,,Hardware,Dark Bronze Handle DBH-2000,,1,,Mirror,Add Mirror,,1,
55605,variation,HRW-1728-55605,Hudson Dresser,,,,,https://products.viztechfurniture.com/wp-content/uploads/2020/08/Hudson-Dresser-Sap-Cherry-Malaguania-Silver-Knob-No-Mirror.jpg,1728,Stain Options,Sap Cherry: FC Malaguania,,1,,Hardware,Silver Knob #PA0123-SN,,1,,Mirror,No Mirror,,1,
55604,variation,HRW-1728-55604,Hudson Dresser,,,,,https://products.viztechfurniture.com/wp-content/uploads/2020/08/Hudson-Dresser-Sap-Cherry-Malaguania-Silver-Handle-Mirror.jpg,1728,Stain Options,Sap Cherry: FC Malaguania,,1,,Hardware,Silver Knob #PA0123-SN,,1,,Mirror,Add Mirror,,1,
55600,variation,HRW-1728-55600,Hudson Dresser,,,,,https://products.viztechfurniture.com/wp-content/uploads/2020/08/Hudson-Dresser-Sap-Cherry-Chestnut-Silver-Handle-Mirror.jpg,1728,Stain Options,Sap Cherry: FC Chestnut,,1,,Hardware,Silver Knob #PA0123-SN,,1,,Mirror,Add Mirror,,1,
55603,variation,HRW-1728-55603,Hudson Dresser,,,,,https://products.viztechfurniture.com/wp-content/uploads/2020/08/Hudson-Dresser-Sap-Cherry-Malaguania-Dark-Bronze-Handle-No-Mirror.jpg,1728,Stain Options,Sap Cherry: FC Malaguania,,1,,Hardware,Dark Bronze Handle DBH-2000,,1,,Mirror,No Mirror,,1,
55602,variation,HRW-1728-55602,Hudson Dresser,,,,,https://products.viztechfurniture.com/wp-content/uploads/2020/08/Hudson-Dresser-Sap-Cherry-Malaguania-Dark-Bronze-Handle-Mirror.jpg,1728,Stain Options,Sap Cherry: FC Malaguania,,1,,Hardware,Dark Bronze Handle DBH-2000,,1,,Mirror,Add Mirror,,1,
55601,variation,HRW-1728-55601,Hudson Dresser,,,,,https://products.viztechfurniture.com/wp-content/uploads/2020/08/Hudson-Dresser-Sap-Cherry-Chestnut-Silver-Knob-No-Mirror.jpg,1728,Stain Options,Sap Cherry: FC Chestnut,,1,,Hardware,Silver Knob #PA0123-SN,,1,,Mirror,No Mirror,,1,
55599,variation,HRW-1728-55599,Hudson Dresser,,,,,https://products.viztechfurniture.com/wp-content/uploads/2020/08/Hudson-Dresser-Sap-Cherry-Chestnut-Dark-Bronze-Handle-No-Mirror.jpg,1728,Stain Options,Sap Cherry: FC Chestnut,,1,,Hardware,Dark Bronze Handle DBH-2000,,1,,Mirror,No Mirror,,1,
55598,variation,HRW-1728-55598,Hudson Dresser,,,,,https://products.viztechfurniture.com/wp-content/uploads/2020/08/Hudson-Dresser-Sap-Cherry-Chestnut-Dark-Bronze-Handle-Mirror.jpg,1728,Stain Options,Sap Cherry: FC Chestnut,,1,,Hardware,Dark Bronze Handle DBH-2000,,1,,Mirror,Add Mirror,,1,
55597,variation,HRW-1728-55597,Hudson Dresser,,,,,https://products.viztechfurniture.com/wp-content/uploads/2020/08/Hudson-Dresser-Brown-Maple-Shadow-Silver-Knob-No-Mirror.jpg,1728,Stain Options,Brown Maple: FC Shadow,,1,,Hardware,Silver Knob #PA0123-SN,,1,,Mirror,No Mirror,,1,
55596,variation,HRW-1728-55596,Hudson Dresser,,,,,https://products.viztechfurniture.com/wp-content/uploads/2020/08/Hudson-Dresser-Brown-Maple-Shadow-Silver-Handle-Mirror.jpg,1728,Stain Options,Brown Maple: FC Shadow,,1,,Hardware,Silver Knob #PA0123-SN,,1,,Mirror,Add Mirror,,1,
55595,variation,HRW-1728-55595,Hudson Dresser,,,,,https://products.viztechfurniture.com/wp-content/uploads/2020/08/Hudson-Dresser-Brown-Maple-Shadow-Dark-Bronze-Handle-No-Mirror.jpg,1728,Stain Options,Brown Maple: FC Shadow,,1,,Hardware,Dark Bronze Handle DBH-2000,,1,,Mirror,No Mirror,,1,
55594,variation,HRW-1728-55594,Hudson Dresser,,,,,https://products.viztechfurniture.com/wp-content/uploads/2020/08/Hudson-Dresser-Brown-Maple-Shadow-Dark-Bronze-Handle-Mirror.jpg,1728,Stain Options,Brown Maple: FC Shadow,,1,,Hardware,Dark Bronze Handle DBH-2000,,1,,Mirror,Add Mirror,,1,
55593,variation,HRW-1728-55593,Hudson Dresser,,,,,https://products.viztechfurniture.com/wp-content/uploads/2020/08/Hudson-Dresser-Brown-Maple-Malaguania-Silver-Knob-No-Mirror.jpg,1728,Stain Options,Brown Maple: FC Malaguania,,1,,Hardware,Silver Knob #PA0123-SN,,1,,Mirror,No Mirror,,1,
55592,variation,HRW-1728-55592,Hudson Dresser,,,,,https://products.viztechfurniture.com/wp-content/uploads/2020/08/Hudson-Dresser-Brown-Maple-Malaguania-Silver-Handle-Mirror.jpg,1728,Stain Options,Brown Maple: FC Malaguania,,1,,Hardware,Silver Knob #PA0123-SN,,1,,Mirror,Add Mirror,,1,
55591,variation,HRW-1728-55591,Hudson Dresser,,,,,https://products.viztechfurniture.com/wp-content/uploads/2020/08/Hudson-Dresser-Brown-Maple-Malaguania-Dark-Bronze-Handle-No-Mirror.jpg,1728,Stain Options,Brown Maple: FC Malaguania,,1,,Hardware,Dark Bronze Handle DBH-2000,,1,,Mirror,No Mirror,,1,
55590,variation,HRW-1728-55590,Hudson Dresser,,,,,https://products.viztechfurniture.com/wp-content/uploads/2020/08/Hudson-Dresser-Brown-Maple-Malaguania-Dark-Bronze-Handle-Mirror.jpg,1728,Stain Options,Brown Maple: FC Malaguania,,1,,Hardware,Dark Bronze Handle DBH-2000,,1,,Mirror,Add Mirror,,1,
301568,variation,HRW-223549F-301568,Urbana Queen Bed,,,,,https://products.viztechfurniture.com/wp-content/uploads/2022/01/Urbanna-Queen-Bed-Framed-Upholstery-Headboard-Crummy-Sap-Cherry-OCS-Cappuccino-.jpg,2235,Stain Options,Sap Cherry: OCS-119,,1,,Bed Options,Crummy Upholstered Headboard,,1,,,,,,
301567,variation,HRW-UP442235-301567,Urbana Queen Bed,,,,,https://products.viztechfurniture.com/wp-content/uploads/2022/01/Urbanna-Queen-Bed-Upholstery-Wrapped-Headboard-Crummy-Sap-Cherry-FC-Chestnut.jpg,2235,Stain Options,Sap Cherry: OCS-119,,1,,Bed Options,Crummy Cloth Headboard,,1,,,,,,
301554,variation,HRW-223549F-301554,Urbana Queen Bed,,,,,https://products.viztechfurniture.com/wp-content/uploads/2022/01/Urbanna-Queen-Bed-Framed-Upholstery-Headboard-Alabaster-Sap-Cherry-FC-Chestnut.jpg,2235,Stain Options,Sap Cherry: FC Chestnut,,1,,Bed Options,Alabaster Upholstered Headboard,,1,,,,,,
301566,variation,HRW-223549F-301566,Urbana Queen Bed,,,,,https://products.viztechfurniture.com/wp-content/uploads/2022/01/Urbanna-Queen-Bed-Framed-Upholstery-Headboard-Alabaster-Sap-Cherry-OCS-Cappuccino-.jpg,2235,Stain Options,Sap Cherry: OCS-119,,1,,Bed Options,Alabaster Upholstered Headboard,,1,,,,,,
301565,variation,HRW-UP442235-301565,Urbana Queen Bed,,,,,https://products.viztechfurniture.com/wp-content/uploads/2022/01/Urbanna-Queen-Bed-Upholstery-Wrapped-Headboard-Alabaster-Sap-Cherry-FC-Chestnut.jpg,2235,Stain Options,Sap Cherry: OCS-119,,1,,Bed Options,Alabaster Cloth Headboard,,1,,,,,,
301564,variation,HRW-223544-301564,Urbana Queen Bed,,,,,https://products.viztechfurniture.com/wp-content/uploads/2022/01/Urbanna-Queen-Bed-Tall-Headboard-Sap-Cherry-OCS-Cappuccino.jpg,2235,Stain Options,Sap Cherry: OCS-119,,1,,Bed Options,"44"" Headboard",,1,,,,,,
301563,variation,HRW-2239-301563,Urbana Queen Bed,,,,,https://products.viztechfurniture.com/wp-content/uploads/2022/01/Urbanna-Queen-Bed-Short-Headboard-Sap-Cherry-OCS-Cappuccino.jpg,2235,Stain Options,Sap Cherry: OCS-119,,1,,Bed Options,"39"" Headboard",,1,,,,,,
301562,variation,HRW-223549F-301562,Urbana Queen Bed,,,,,https://products.viztechfurniture.com/wp-content/uploads/2022/01/Urbanna_Queen_Bed_Framed_Upholstery_Headboard_Crummy_Sap_Cherry_FC_Malaguania.jpg,2235,Stain Options,Sap Cherry: FC Malaguania,,1,,Bed Options,Crummy Upholstered Headboard,,1,,,,,,
301561,variation,HRW-UP442235-301561,Urbana Queen Bed,,,,,https://products.viztechfurniture.com/wp-content/uploads/2022/01/Urbanna_Queen_Bed_Upholstery_Wrapped_Headboard_Crummy_Sap_Cherry_FC_Malaguania.jpg,2235,Stain Options,Sap Cherry: FC Malaguania,,1,,Bed Options,Crummy Cloth Headboard,,1,,,,,,
301560,variation,HRW-223549F-301560,Urbana Queen Bed,,,,,https://products.viztechfurniture.com/wp-content/uploads/2022/01/Urbanna_Queen_Bed_Framed_Upholstery_Headboard_Alabaster_Sap_Cherry_FC_Malaguania.jpg,2235,Stain Options,Sap Cherry: FC Malaguania,,1,,Bed Options,Alabaster Upholstered Headboard,,1,,,,,,
301559,variation,HRW-UP442235-301559,Urbana Queen Bed,,,,,https://products.viztechfurniture.com/wp-content/uploads/2022/01/Urbanna_Queen_Bed_Upholstery_Wrapped_Headboard_Alabaster_Sap_Cherry_FC_Malaguania.jpg,2235,Stain Options,Sap Cherry: FC Malaguania,,1,,Bed Options,Alabaster Cloth Headboard,,1,,,,,,
301558,variation,HRW-223544-301558,Urbana Queen Bed,,,,,https://products.viztechfurniture.com/wp-content/uploads/2022/01/Urbanna_Queen_Bed_Tall_Headboard_Sap_Cherry_FC_Malaguania.jpg,2235,Stain Options,Sap Cherry: FC Malaguania,,1,,Bed Options,"44"" Headboard",,1,,,,,,
301557,variation,HRW-2239-301557,Urbana Queen Bed,,,,,https://products.viztechfurniture.com/wp-content/uploads/2022/01/Urbanna_Queen_Bed_Short_Headboard_Sap_Cherry_FC_Malaguania.jpg,2235,Stain Options,Sap Cherry: FC Malaguania,,1,,Bed Options,"39"" Headboard",,1,,,,,,
301556,variation,HRW-223549F-301556,Urbana Queen Bed,,,,,https://products.viztechfurniture.com/wp-content/uploads/2022/01/Urbanna-Queen-Bed-Framed-Upholstery-Headboard-Crummy-Sap-Cherry-FC-Chestnut.jpg,2235,Stain Options,Sap Cherry: FC Chestnut,,1,,Bed Options,Crummy Upholstered Headboard,,1,,,,,,
301555,variation,HRW-UP442235-301555,Urbana Queen Bed,,,,,https://products.viztechfurniture.com/wp-content/uploads/2022/01/Urbanna-Queen-Bed-Upholstery-Wrapped-Headboard-Crummy-Sap-Cherry-FC-104-Chestnut.jpg,2235,Stain Options,Sap Cherry: FC Chestnut,,1,,Bed Options,Crummy Cloth Headboard,,1,,,,,,
301553,variation,HRW-UP442235-301553,Urbana Queen Bed,,,,,https://products.viztechfurniture.com/wp-content/uploads/2022/01/Urbanna-Queen-Bed-Upholstery-Wrapped-Headboard-Alabaster-Sap-Cherry-FC-104-Chestnut.jpg,2235,Stain Options,Sap Cherry: FC Chestnut,,1,,Bed Options,Alabaster Cloth Headboard,,1,,,,,,
301552,variation,HRW-223544-301552,Urbana Queen Bed,,,,,https://products.viztechfurniture.com/wp-content/uploads/2022/01/Urbanna-Queen-Bed-Tall-Headboard-Sap-Cherry-FC-104-Chestnut.jpg,2235,Stain Options,Sap Cherry: FC Chestnut,,1,,Bed Options,"44"" Headboard",,1,,,,,,
